Date,sulfate,nitrate,ID
1/1/03,NA,NA,1
1/2/03,NA,NA,1
1/3/03,NA,NA,1
1/4/03,NA,NA,1
1/5/03,NA,NA,1
1/6/03,NA,NA,1
1/7/03,NA,NA,1
1/8/03,NA,NA,1
1/9/03,NA,NA,1
1/10/03,NA,NA,1
1/11/03,NA,NA,1
1/12/03,NA,NA,1
1/13/03,NA,NA,1
1/14/03,NA,NA,1
1/15/03,NA,NA,1
1/16/03,NA,NA,1
1/17/03,NA,NA,1
1/18/03,NA,NA,1
1/19/03,NA,NA,1
1/20/03,NA,NA,1
1/21/03,NA,NA,1
1/22/03,NA,NA,1
1/23/03,NA,NA,1
1/24/03,NA,NA,1
1/25/03,NA,NA,1
1/26/03,NA,NA,1
1/27/03,NA,NA,1
1/28/03,NA,NA,1
1/29/03,NA,NA,1
1/30/03,NA,NA,1
1/31/03,NA,NA,1
2/1/03,NA,NA,1
2/2/03,NA,NA,1
2/3/03,NA,NA,1
2/4/03,NA,NA,1
2/5/03,NA,NA,1
2/6/03,NA,NA,1
2/7/03,NA,NA,1
2/8/03,NA,NA,1
2/9/03,NA,NA,1
2/10/03,NA,NA,1
2/11/03,NA,NA,1
2/12/03,NA,NA,1
2/13/03,NA,NA,1
2/14/03,NA,NA,1
2/15/03,NA,NA,1
2/16/03,NA,NA,1
2/17/03,NA,NA,1
2/18/03,NA,NA,1
2/19/03,NA,NA,1
2/20/03,NA,NA,1
2/21/03,NA,NA,1
2/22/03,NA,NA,1
2/23/03,NA,NA,1
2/24/03,NA,NA,1
2/25/03,NA,NA,1
2/26/03,NA,NA,1
2/27/03,NA,NA,1
2/28/03,NA,NA,1
3/1/03,NA,NA,1
3/2/03,NA,NA,1
3/3/03,NA,NA,1
3/4/03,NA,NA,1
3/5/03,NA,NA,1
3/6/03,NA,NA,1
3/7/03,NA,NA,1
3/8/03,NA,NA,1
3/9/03,NA,NA,1
3/10/03,NA,NA,1
3/11/03,NA,NA,1
3/12/03,NA,NA,1
3/13/03,NA,NA,1
3/14/03,NA,NA,1
3/15/03,NA,NA,1
3/16/03,NA,NA,1
3/17/03,NA,NA,1
3/18/03,NA,NA,1
3/19/03,NA,NA,1
3/20/03,NA,NA,1
3/21/03,NA,NA,1
3/22/03,NA,NA,1
3/23/03,NA,NA,1
3/24/03,NA,NA,1
3/25/03,NA,NA,1
3/26/03,NA,NA,1
3/27/03,NA,NA,1
3/28/03,NA,NA,1
3/29/03,NA,NA,1
3/30/03,NA,NA,1
3/31/03,NA,NA,1
4/1/03,NA,NA,1
4/2/03,NA,NA,1
4/3/03,NA,NA,1
4/4/03,NA,NA,1
4/5/03,NA,NA,1
4/6/03,NA,NA,1
4/7/03,NA,NA,1
4/8/03,NA,NA,1
4/9/03,NA,NA,1
4/10/03,NA,NA,1
4/11/03,NA,NA,1
4/12/03,NA,NA,1
4/13/03,NA,NA,1
4/14/03,NA,NA,1
4/15/03,NA,NA,1
4/16/03,NA,NA,1
4/17/03,NA,NA,1
4/18/03,NA,NA,1
4/19/03,NA,NA,1
4/20/03,NA,NA,1
4/21/03,NA,NA,1
4/22/03,NA,NA,1
4/23/03,NA,NA,1
4/24/03,NA,NA,1
4/25/03,NA,NA,1
4/26/03,NA,NA,1
4/27/03,NA,NA,1
4/28/03,NA,NA,1
4/29/03,NA,NA,1
4/30/03,NA,NA,1
5/1/03,NA,NA,1
5/2/03,NA,NA,1
5/3/03,NA,NA,1
5/4/03,NA,NA,1
5/5/03,NA,NA,1
5/6/03,NA,NA,1
5/7/03,NA,NA,1
5/8/03,NA,NA,1
5/9/03,NA,NA,1
5/10/03,NA,NA,1
5/11/03,NA,NA,1
5/12/03,NA,NA,1
5/13/03,NA,NA,1
5/14/03,NA,NA,1
5/15/03,NA,NA,1
5/16/03,NA,NA,1
5/17/03,NA,NA,1
5/18/03,NA,NA,1
5/19/03,NA,NA,1
5/20/03,NA,NA,1
5/21/03,NA,NA,1
5/22/03,NA,NA,1
5/23/03,NA,NA,1
5/24/03,NA,NA,1
5/25/03,NA,NA,1
5/26/03,NA,NA,1
5/27/03,NA,NA,1
5/28/03,NA,NA,1
5/29/03,NA,NA,1
5/30/03,NA,NA,1
5/31/03,NA,NA,1
6/1/03,NA,NA,1
6/2/03,NA,NA,1
6/3/03,NA,NA,1
6/4/03,NA,NA,1
6/5/03,NA,NA,1
6/6/03,NA,NA,1
6/7/03,NA,NA,1
6/8/03,NA,NA,1
6/9/03,NA,NA,1
6/10/03,NA,NA,1
6/11/03,NA,NA,1
6/12/03,NA,NA,1
6/13/03,NA,NA,1
6/14/03,NA,NA,1
6/15/03,NA,NA,1
6/16/03,NA,NA,1
6/17/03,NA,NA,1
6/18/03,NA,NA,1
6/19/03,NA,NA,1
6/20/03,NA,NA,1
6/21/03,NA,NA,1
6/22/03,NA,NA,1
6/23/03,NA,NA,1
6/24/03,NA,NA,1
6/25/03,NA,NA,1
6/26/03,NA,NA,1
6/27/03,NA,NA,1
6/28/03,NA,NA,1
6/29/03,NA,NA,1
6/30/03,NA,NA,1
7/1/03,NA,NA,1
7/2/03,NA,NA,1
7/3/03,NA,NA,1
7/4/03,NA,NA,1
7/5/03,NA,NA,1
7/6/03,NA,NA,1
7/7/03,NA,NA,1
7/8/03,NA,NA,1
7/9/03,NA,NA,1
7/10/03,NA,NA,1
7/11/03,NA,NA,1
7/12/03,NA,NA,1
7/13/03,NA,NA,1
7/14/03,NA,NA,1
7/15/03,NA,NA,1
7/16/03,NA,NA,1
7/17/03,NA,NA,1
7/18/03,NA,NA,1
7/19/03,NA,NA,1
7/20/03,NA,NA,1
7/21/03,NA,NA,1
7/22/03,NA,NA,1
7/23/03,NA,NA,1
7/24/03,NA,NA,1
7/25/03,NA,NA,1
7/26/03,NA,NA,1
7/27/03,NA,NA,1
7/28/03,NA,NA,1
7/29/03,NA,NA,1
7/30/03,NA,NA,1
7/31/03,NA,NA,1
8/1/03,NA,NA,1
8/2/03,NA,NA,1
8/3/03,NA,NA,1
8/4/03,NA,NA,1
8/5/03,NA,NA,1
8/6/03,NA,NA,1
8/7/03,NA,NA,1
8/8/03,NA,NA,1
8/9/03,NA,NA,1
8/10/03,NA,NA,1
8/11/03,NA,NA,1
8/12/03,NA,NA,1
8/13/03,NA,NA,1
8/14/03,NA,NA,1
8/15/03,NA,NA,1
8/16/03,NA,NA,1
8/17/03,NA,NA,1
8/18/03,NA,NA,1
8/19/03,NA,NA,1
8/20/03,NA,NA,1
8/21/03,NA,NA,1
8/22/03,NA,NA,1
8/23/03,NA,NA,1
8/24/03,NA,NA,1
8/25/03,NA,NA,1
8/26/03,NA,NA,1
8/27/03,NA,NA,1
8/28/03,NA,NA,1
8/29/03,NA,NA,1
8/30/03,NA,NA,1
8/31/03,NA,NA,1
9/1/03,NA,NA,1
9/2/03,NA,NA,1
9/3/03,NA,NA,1
9/4/03,NA,NA,1
9/5/03,NA,NA,1
9/6/03,NA,NA,1
9/7/03,NA,NA,1
9/8/03,NA,NA,1
9/9/03,NA,NA,1
9/10/03,NA,NA,1
9/11/03,NA,NA,1
9/12/03,NA,NA,1
9/13/03,NA,NA,1
9/14/03,NA,NA,1
9/15/03,NA,NA,1
9/16/03,NA,NA,1
9/17/03,NA,NA,1
9/18/03,NA,NA,1
9/19/03,NA,NA,1
9/20/03,NA,NA,1
9/21/03,NA,NA,1
9/22/03,NA,NA,1
9/23/03,NA,NA,1
9/24/03,NA,NA,1
9/25/03,NA,NA,1
9/26/03,NA,NA,1
9/27/03,NA,NA,1
9/28/03,NA,NA,1
9/29/03,NA,NA,1
9/30/03,NA,NA,1
10/1/03,NA,NA,1
10/2/03,NA,NA,1
10/3/03,NA,NA,1
10/4/03,NA,NA,1
10/5/03,NA,NA,1
10/6/03,7.21,0.651,1
10/7/03,NA,NA,1
10/8/03,NA,NA,1
10/9/03,NA,NA,1
10/10/03,NA,NA,1
10/11/03,NA,NA,1
10/12/03,5.99,0.428,1
10/13/03,NA,NA,1
10/14/03,NA,NA,1
10/15/03,NA,NA,1
10/16/03,NA,NA,1
10/17/03,NA,NA,1
10/18/03,4.68,1.04,1
10/19/03,NA,NA,1
10/20/03,NA,NA,1
10/21/03,NA,NA,1
10/22/03,NA,NA,1
10/23/03,NA,NA,1
10/24/03,3.47,0.363,1
10/25/03,NA,NA,1
10/26/03,NA,NA,1
10/27/03,NA,NA,1
10/28/03,NA,NA,1
10/29/03,NA,NA,1
10/30/03,2.42,0.507,1
10/31/03,NA,NA,1
11/1/03,NA,NA,1
11/2/03,NA,NA,1
11/3/03,NA,NA,1
11/4/03,NA,NA,1
11/5/03,NA,NA,1
11/6/03,NA,NA,1
11/7/03,NA,NA,1
11/8/03,NA,NA,1
11/9/03,NA,NA,1
11/10/03,NA,NA,1
11/11/03,1.43,0.474,1
11/12/03,NA,NA,1
11/13/03,NA,NA,1
11/14/03,NA,NA,1
11/15/03,NA,NA,1
11/16/03,NA,NA,1
11/17/03,2.76,0.425,1
11/18/03,NA,NA,1
11/19/03,NA,NA,1
11/20/03,NA,NA,1
11/21/03,NA,NA,1
11/22/03,NA,NA,1
11/23/03,3.41,0.964,1
11/24/03,NA,NA,1
11/25/03,NA,NA,1
11/26/03,NA,NA,1
11/27/03,NA,NA,1
11/28/03,NA,NA,1
11/29/03,1.3,0.491,1
11/30/03,NA,NA,1
12/1/03,NA,NA,1
12/2/03,NA,NA,1
12/3/03,NA,NA,1
12/4/03,NA,NA,1
12/5/03,3.15,0.669,1
12/6/03,NA,NA,1
12/7/03,NA,NA,1
12/8/03,NA,NA,1
12/9/03,NA,NA,1
12/10/03,NA,NA,1
12/11/03,2.87,0.4,1
12/12/03,NA,NA,1
12/13/03,NA,NA,1
12/14/03,NA,NA,1
12/15/03,NA,NA,1
12/16/03,NA,NA,1
12/17/03,NA,NA,1
12/18/03,NA,NA,1
12/19/03,NA,NA,1
12/20/03,NA,NA,1
12/21/03,NA,NA,1
12/22/03,NA,NA,1
12/23/03,2.27,0.715,1
12/24/03,NA,NA,1
12/25/03,NA,NA,1
12/26/03,NA,NA,1
12/27/03,NA,NA,1
12/28/03,NA,NA,1
12/29/03,2.33,0.554,1
12/30/03,NA,NA,1
12/31/03,NA,NA,1
1/1/04,NA,NA,1
1/2/04,NA,NA,1
1/3/04,NA,NA,1
1/4/04,1.84,0.803,1
1/5/04,NA,NA,1
1/6/04,NA,NA,1
1/7/04,NA,NA,1
1/8/04,NA,NA,1
1/9/04,NA,NA,1
1/10/04,7.13,0.518,1
1/11/04,NA,NA,1
1/12/04,NA,NA,1
1/13/04,NA,NA,1
1/14/04,NA,NA,1
1/15/04,NA,NA,1
1/16/04,NA,0.924,1
1/17/04,NA,NA,1
1/18/04,NA,NA,1
1/19/04,NA,NA,1
1/20/04,NA,NA,1
1/21/04,NA,NA,1
1/22/04,2.05,1.4,1
1/23/04,NA,NA,1
1/24/04,NA,NA,1
1/25/04,NA,NA,1
1/26/04,NA,NA,1
1/27/04,NA,NA,1
1/28/04,2.05,0.979,1
1/29/04,NA,NA,1
